id,url,image_url,photographer,description,url_slug,rich_annotation,text_surrogate,vision_labels,super_surrogate,processed_text
3493730,https://www.pexels.com/photo/monkeys-sitting-on-rock-3493730/,https://images.pexels.com/photos/3493730/pexels-photo-3493730.jpeg?auto=compress&cs=tinysrgb&h=350,Aleksey Kuprikov,animals,monkeys sitting on rock 3493730,animals Aleksey Kuprikov monkeys sitting on rock 3493730,animals aleksey kuprikov monkeys sitting on rock 3493730 https://images.pexels.com/photos/3493730/pexels-photo-3493730.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/monkeys-sitting-on-rock-3493730/,,animals aleksey kuprikov monkeys sitting on rock 3493730,anim aleksey kuprikov monkey sit rock
1156507,https://www.pexels.com/photo/brown-bird-flying-towards-birdhouse-1156507/,https://images.pexels.com/photos/1156507/pexels-photo-1156507.jpeg?auto=compress&cs=tinysrgb&h=350,Kevin Blanzy,animals,brown bird flying towards birdhouse 1156507,animals Kevin Blanzy brown bird flying towards birdhouse 1156507,animals kevin blanzy brown bird flying towards birdhouse 1156507 https://images.pexels.com/photos/1156507/pexels-photo-1156507.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/brown-bird-flying-towards-birdhouse-1156507/,,animals kevin blanzy brown bird flying towards birdhouse 1156507,anim kevin blanzi brown bird fli toward birdhous
1321524,https://www.pexels.com/photo/butterflies-perched-on-flower-1321524/,https://images.pexels.com/photos/1321524/pexels-photo-1321524.jpeg?auto=compress&cs=tinysrgb&h=350,Jimmy Chan,animals,butterflies perched on flower 1321524,animals Jimmy Chan butterflies perched on flower 1321524,animals jimmy chan butterflies perched on flower 1321524 https://images.pexels.com/photos/1321524/pexels-photo-1321524.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/butterflies-perched-on-flower-1321524/,,animals jimmy chan butterflies perched on flower 1321524,anim jimmi chan butterfli perch flower
326900,https://www.pexels.com/photo/close-up-photo-of-perched-kingfisher-326900/,https://images.pexels.com/photos/326900/pexels-photo-326900.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,animals,close up photo of perched kingfisher 326900,animals Pixabay close up photo of perched kingfisher 326900,animals pixabay close up photo of perched kingfisher 326900 https://images.pexels.com/photos/326900/pexels-photo-326900.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/close-up-photo-of-perched-kingfisher-326900/,,animals pixabay close up photo of perched kingfisher 326900,anim pixabay close photo perch kingfish
1181181,https://www.pexels.com/photo/two-pink-flamingos-1181181/,https://images.pexels.com/photos/1181181/pexels-photo-1181181.jpeg?auto=compress&cs=tinysrgb&h=350,Simon Berger,animals,two pink flamingos 1181181,animals Simon Berger two pink flamingos 1181181,animals simon berger two pink flamingos 1181181 https://images.pexels.com/photos/1181181/pexels-photo-1181181.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/two-pink-flamingos-1181181/,,animals simon berger two pink flamingos 1181181,anim simon berger two pink flamingo
4666751,https://www.pexels.com/photo/split-shot-of-whale-4666751/,https://images.pexels.com/photos/4666751/pexels-photo-4666751.jpeg?auto=compress&cs=tinysrgb&h=350,Elianne Dipp,animals,split shot of whale 4666751,animals Elianne Dipp split shot of whale 4666751,animals elianne dipp split shot of whale 4666751 https://images.pexels.com/photos/4666751/pexels-photo-4666751.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/split-shot-of-whale-4666751/,,animals elianne dipp split shot of whale 4666751,anim eliann dipp split shot whale
3608263,https://www.pexels.com/photo/panda-bear-on-green-grass-3608263/,https://images.pexels.com/photos/3608263/pexels-photo-3608263.jpeg?auto=compress&cs=tinysrgb&h=350,Laura The Explaura,animals,panda bear on green grass 3608263,animals Laura The Explaura panda bear on green grass 3608263,animals laura the explaura panda bear on green grass 3608263 https://images.pexels.com/photos/3608263/pexels-photo-3608263.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/panda-bear-on-green-grass-3608263/,,animals laura the explaura panda bear on green grass 3608263,anim laura explaura panda bear green grass
39627,https://www.pexels.com/photo/two-red-flamingos-39627/,https://images.pexels.com/photos/39627/flamingo-valentine-heart-valentine-s-day-39627.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,animals,two red flamingos 39627,animals Pixabay two red flamingos 39627,animals pixabay two red flamingos 39627 https://images.pexels.com/photos/39627/flamingo-valentine-heart-valentine-s-day-39627.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/two-red-flamingos-39627/,,animals pixabay two red flamingos 39627,anim pixabay two red flamingo
2295744,https://www.pexels.com/photo/photo-of-fox-sitting-on-ground-2295744/,https://images.pexels.com/photos/2295744/pexels-photo-2295744.jpeg?auto=compress&cs=tinysrgb&h=350,Alex Andrews,animals,photo of fox sitting on ground 2295744,animals Alex Andrews photo of fox sitting on ground 2295744,animals alex andrews photo of fox sitting on ground 2295744 https://images.pexels.com/photos/2295744/pexels-photo-2295744.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/photo-of-fox-sitting-on-ground-2295744/,,animals alex andrews photo of fox sitting on ground 2295744,anim alex andrew photo fox sit ground
50988,https://www.pexels.com/photo/two-monkey-on-grass-50988/,https://images.pexels.com/photos/50988/ape-berber-monkeys-mammal-affchen-50988.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,animals,two monkey on grass 50988,animals Pixabay two monkey on grass 50988,animals pixabay two monkey on grass 50988 https://images.pexels.com/photos/50988/ape-berber-monkeys-mammal-affchen-50988.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/two-monkey-on-grass-50988/,,animals pixabay two monkey on grass 50988,anim pixabay two monkey grass
349758,https://www.pexels.com/photo/macro-photography-of-colorful-hummingbird-349758/,https://images.pexels.com/photos/349758/hummingbird-bird-birds-349758.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,animals,macro photography of colorful hummingbird 349758,animals Pixabay macro photography of colorful hummingbird 349758,animals pixabay macro photography of colorful hummingbird 349758 https://images.pexels.com/photos/349758/hummingbird-bird-birds-349758.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/macro-photography-of-colorful-hummingbird-349758/,,animals pixabay macro photography of colorful hummingbird 349758,anim pixabay macro photographi color hummingbird
50577,https://www.pexels.com/photo/shallow-photo-of-hedgehog-50577/,https://images.pexels.com/photos/50577/hedgehog-animal-baby-cute-50577.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,animals,shallow photo of hedgehog 50577,animals Pixabay shallow photo of hedgehog 50577,animals pixabay shallow photo of hedgehog 50577 https://images.pexels.com/photos/50577/hedgehog-animal-baby-cute-50577.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/shallow-photo-of-hedgehog-50577/,,animals pixabay shallow photo of hedgehog 50577,anim pixabay shallow photo hedgehog
1054650,https://www.pexels.com/photo/close-up-photography-of-buffalo-1054650/,https://images.pexels.com/photos/1054650/pexels-photo-1054650.jpeg?auto=compress&cs=tinysrgb&h=350,Harvey Sapir,animals,close up photography of buffalo 1054650,animals Harvey Sapir close up photography of buffalo 1054650,animals harvey sapir close up photography of buffalo 1054650 https://images.pexels.com/photos/1054650/pexels-photo-1054650.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/close-up-photography-of-buffalo-1054650/,,animals harvey sapir close up photography of buffalo 1054650,anim harvey sapir close photographi buffalo
59523,https://www.pexels.com/photo/brown-and-black-german-shepherd-puppy-sitting-on-gray-textile-59523/,https://images.pexels.com/photos/59523/pexels-photo-59523.jpeg?auto=compress&cs=tinysrgb&h=350,Torsten Dettlaff,animals,brown and black german shepherd puppy sitting on gray textile 59523,animals Torsten Dettlaff brown and black german shepherd puppy sitting on gray textile 59523,animals torsten dettlaff brown and black german shepherd puppy sitting on gray textile 59523 https://images.pexels.com/photos/59523/pexels-photo-59523.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/brown-and-black-german-shepherd-puppy-sitting-on-gray-textile-59523/,,animals torsten dettlaff brown and black german shepherd puppy sitting on gray textile 59523,anim torsten dettlaff brown black german shepherd puppi sit gray textil
689784,https://www.pexels.com/photo/selective-focus-photography-of-two-penguins-689784/,https://images.pexels.com/photos/689784/pexels-photo-689784.jpeg?auto=compress&cs=tinysrgb&h=350,DSD,animals,selective focus photography of two penguins 689784,animals DSD selective focus photography of two penguins 689784,animals dsd selective focus photography of two penguins 689784 https://images.pexels.com/photos/689784/pexels-photo-689784.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/selective-focus-photography-of-two-penguins-689784/,,animals dsd selective focus photography of two penguins 689784,anim dsd select focu photographi two penguin
3614358,https://www.pexels.com/photo/close-up-photo-of-colorful-feather-3614358/,https://images.pexels.com/photos/3614358/pexels-photo-3614358.jpeg?auto=compress&cs=tinysrgb&h=350,Jan Kopřiva,animals,close up photo of colorful feather 3614358,animals Jan Kopřiva close up photo of colorful feather 3614358,animals jan kopřiva close up photo of colorful feather 3614358 https://images.pexels.com/photos/3614358/pexels-photo-3614358.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/close-up-photo-of-colorful-feather-3614358/,,animals jan kopřiva close up photo of colorful feather 3614358,anim jan kopiva close photo color feather
198162,https://www.pexels.com/photo/figurine-of-thee-meerkats-198162/,https://images.pexels.com/photos/198162/pexels-photo-198162.jpeg?auto=compress&cs=tinysrgb&h=350,Mike Bird,animals,figurine of thee meerkats 198162,animals Mike Bird figurine of thee meerkats 198162,animals mike bird figurine of thee meerkats 198162 https://images.pexels.com/photos/198162/pexels-photo-198162.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/figurine-of-thee-meerkats-198162/,,animals mike bird figurine of thee meerkats 198162,anim mike bird figurin thee meerkat
65289,https://www.pexels.com/photo/close-up-photo-of-polar-bear-with-its-eyes-closed-65289/,https://images.pexels.com/photos/65289/polar-bear-bear-teddy-sleep-65289.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,animals,close up photo of polar bear with its eyes closed 65289,animals Pixabay close up photo of polar bear with its eyes closed 65289,animals pixabay close up photo of polar bear with its eyes closed 65289 https://images.pexels.com/photos/65289/polar-bear-bear-teddy-sleep-65289.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/close-up-photo-of-polar-bear-with-its-eyes-closed-65289/,,animals pixabay close up photo of polar bear with its eyes closed 65289,anim pixabay close photo polar bear eye close
1316294,https://www.pexels.com/photo/macaw-birds-1316294/,https://images.pexels.com/photos/1316294/pexels-photo-1316294.jpeg?auto=compress&cs=tinysrgb&h=350,Jamshed Ahmad,animals,macaw birds 1316294,animals Jamshed Ahmad macaw birds 1316294,animals jamshed ahmad macaw birds 1316294 https://images.pexels.com/photos/1316294/pexels-photo-1316294.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/macaw-birds-1316294/,,animals jamshed ahmad macaw birds 1316294,anim jamsh ahmad macaw bird
1405930,https://www.pexels.com/photo/selective-focus-photography-of-white-hen-1405930/,https://images.pexels.com/photos/1405930/pexels-photo-1405930.jpeg?auto=compress&cs=tinysrgb&h=350,Todd Trapani,animals,selective focus photography of white hen 1405930,animals Todd Trapani selective focus photography of white hen 1405930,animals todd trapani selective focus photography of white hen 1405930 https://images.pexels.com/photos/1405930/pexels-photo-1405930.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/selective-focus-photography-of-white-hen-1405930/,,animals todd trapani selective focus photography of white hen 1405930,anim todd trapani select focu photographi white hen
33550,https://www.pexels.com/photo/3-cows-in-field-under-clear-blue-sky-33550/,https://images.pexels.com/photos/33550/cows-curious-cattle-agriculture.jpg?auto=compress&cs=tinysrgb&h=350,Pixabay,animals,3 cows in field under clear blue sky 33550,animals Pixabay 3 cows in field under clear blue sky 33550,animals pixabay 3 cows in field under clear blue sky 33550 https://images.pexels.com/photos/33550/cows-curious-cattle-agriculture.jpg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/3-cows-in-field-under-clear-blue-sky-33550/,,animals pixabay 3 cows in field under clear blue sky 33550,anim pixabay cow field clear blue sky
546819,https://www.pexels.com/photo/close-up-photo-of-programming-of-codes-546819/,https://images.pexels.com/photos/546819/pexels-photo-546819.jpeg?auto=compress&cs=tinysrgb&h=350,luis gomes,technology,close up photo of programming of codes 546819,technology luis gomes close up photo of programming of codes 546819,technology luis gomes close up photo of programming of codes 546819 https://images.pexels.com/photos/546819/pexels-photo-546819.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/close-up-photo-of-programming-of-codes-546819/,,technology luis gomes close up photo of programming of codes 546819,technolog lui gome close photo program code
356056,https://www.pexels.com/photo/black-and-white-laptop-computer-on-brown-wooden-desk-356056/,https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,technology,black and white laptop computer on brown wooden desk 356056,technology Pixabay black and white laptop computer on brown wooden desk 356056,technology pixabay black and white laptop computer on brown wooden desk 356056 https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/black-and-white-laptop-computer-on-brown-wooden-desk-356056/,,technology pixabay black and white laptop computer on brown wooden desk 356056,technolog pixabay black white laptop comput brown wooden desk
1148820,https://www.pexels.com/photo/close-up-photo-of-mining-rig-1148820/,https://images.pexels.com/photos/1148820/pexels-photo-1148820.jpeg?auto=compress&cs=tinysrgb&h=350,panumas nikhomkhai,technology,close up photo of mining rig 1148820,technology panumas nikhomkhai close up photo of mining rig 1148820,technology panumas nikhomkhai close up photo of mining rig 1148820 https://images.pexels.com/photos/1148820/pexels-photo-1148820.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/close-up-photo-of-mining-rig-1148820/,,technology panumas nikhomkhai close up photo of mining rig 1148820,technolog panuma nikhomkhai close photo mine rig
